Permit #,Establishment Name,Address,Zip,Est Type,First Seen,Last Seen,Inspections
81337,DON TACO,756 FAULKNER AVENUE,40505,605,2008-06-13,2014-07-07,3
81350,MALONE'S,3735 PALOMAR CENTRE DRIVE,40513,11,2008-06-19,2025-07-16,105
81390,EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,40505,CHURCH,2008-06-20,2025-08-25,91
81432,HOLIDAY INN EXPRESS - FOOD-RETAIL KROGER L-767,1780 SHARKEY WAY,40511,KROGER L-767,2008-06-24,2025-11-18,115
81433,HOLIDAY INN EXPRESS - HOTEL,,40511,- HOTEL,2025-11-05,2025-11-05,1
81443,DEVASSA BAR & CAFE,401 W. MAIN ST. STE 104,40508,605,2008-06-20,2011-06-30,8
81476,QDOBA MEXICAN GRILL #2524,3735 PALOMAR DR #65,40513,605,2008-06-20,2023-05-05,92
81478,SHANGHAI BISTRO,"2200 WAR ADMIRAL WAY, STE #170",40509,11,2008-06-30,2025-11-20,102
81536,AMERICA'S UPTOWN HOUNDS LUXURY,466 ANGLIANA AVE,40508,605,2008-07-15,2016-08-08,12
81539,TOWNLEY PARK APTS - OUTDOOR,,40511,OUTDOOR,2025-08-28,2025-08-28,1
81547,MCMAINE'S RIVERHAVEN FARMERS MKT,450 HAWKINS LANE,40372,610,2010-06-05,2017-06-24,4
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,11,2008-07-21,2025-07-30,152
81712,EL MARIACHI MEXICAN RESTAURANT,125 TOWNE CENTER DR STE 115,40511,RESTAURANT,2008-08-05,2025-11-20,96
81807,WILLIAM W BROWN ELEMENTARY,555 E. 5TH STREET,40508,605,2008-08-07,2025-10-14,70
81808,WILLIAM W BROWN ELEM SCHOOL,,40508,SCHOOL,2025-10-14,2025-10-14,1
81810,SANDERSVILLE ELEMENTARY SCHOOL,,40508,SCHOOL,2025-10-16,2025-10-16,1
81811,SANDERSVILLE ELEMENTARY SCHOOL,3025 SANDERSVILLE RD,40511,SCHOOL,2008-08-07,2025-10-16,72
81865,VILLAGE AT RABBIT RUN - OUTDOOR FAIRFIELD INN AND SUITES - INDOOR,,40503,FAIRFIELD INN AND SUITES - INDOOR,2025-08-27,2025-08-27,1
81926,LOTS OF LOVE LEARNING CENTER,1507 VERSAILLES RD,40504,605,2008-08-26,2015-03-23,19
81929,WINE & MARKET,486 W. 2ND ST.,40507,607,2008-09-12,2023-08-24,101
82072,LIBERTY ELEMENTARY,,40509,,2025-10-10,2025-10-10,1
82073,LIBERTY ELEMENTARY SCHOOL,2585 LIBERTY ROAD,40505,605,2008-08-07,2025-10-24,84
82107,KELLY FARM GIANT CORN MAZE,6483 RICHMOND RD,40515,603,2010-10-27,2014-10-07,4
82113,COCINA EL SABOR JAROCHO,1416 VILLAGE DR.,40504,605,2008-09-19,2025-12-04,85
82152,PARKS & REC. CATERING KITCHEN,"1306 VERSAILLES RD, STE 160",40504,605,2008-09-16,2016-01-25,17
82186,ARCHA NINE THAI KITCHEN,"162 OLD TODDS ROAD, SUITE 110",40509,605,2008-09-25,2025-08-19,103
82187,FAIRFIELD INN AND FAIRFIELD INN AND SUITES - INDOOR,,82203,FAIRFIELD INN AND SUITES - INDOOR,2025-08-28,2025-08-28,1
82212,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,40511,607,2008-10-07,2023-08-14,132
82226,PAULIE'S TOASTED BARRELL,517 W MAIN ST,40507,605,2008-10-09,2016-06-08,18
82346,DUNKIN DONUTS,1306 SOUTH BROADWAY,40504,605,2008-10-27,2025-10-06,61
82515,FORTY 57 APARTMENTS (OUTDOOR),,40515,(OUTDOOR),2025-08-07,2025-08-07,1
82518,FORTY 57 APARTMENTS (OUTDOOR) THE LEX-STUDENT HOUSING CTR,,40515,THE LEX-STUDENT HOUSING CTR,2025-08-07,2025-08-07,1
82565,STARBUCKS @ KROGERS,3101 RICHMOND ROAD,40509,605,2008-12-05,2014-11-24,20
82656,CENTRAL BANK CENTER - SOFT SERVE S24,430 W VINE STREET,40507,- SOFT SERVE S24,2008-12-22,2025-11-07,53
82657,CENTRAL BANK CENTER - SOFT SERVE S21,430 W VINE ST,40507,- SOFT SERVE S21,2008-12-22,2025-11-07,79
82658,CENTRAL BANK CENTER - SOFT SERVE N38,430 W VINE ST,40507,- SOFT SERVE N38,2008-12-22,2025-11-07,72
82659,CENTRAL BANK CENTER - SOFT SERVE N41,430 W VINE ST,40507,- SOFT SERVE N41,2008-12-22,2025-11-07,63
82740,ZAXBY'S,531 W NEW CIRCLE RD,40511,605,2009-01-15,2022-03-31,91
82797,PRO SHAKES NUTRITION,340 E. NEW CIRCLE RD #130,40505,605,2009-01-26,2025-10-02,112
82821,AFC ZENCHI @ UK HOSPITAL CAFETERIA,1000 S LIMESTONE,40502,CAFETERIA,2009-01-23,2025-11-07,70
82838,QUIZNOS SUBS,3191 BEAUMONT CENTRE CIR #150,40513,605,2009-01-27,2016-12-05,16
82873,TATTOO CHARLIE'S OF LEXINGTON,,40505,LEXINGTON,2025-07-28,2025-07-28,1
82945,THE KEENE PLACE,4201 VERSAILLES RD,40510,605,2009-02-18,2025-10-21,59
82967,AMERICAN CHOICE MEAT CO LLC,"1020 ENTERPRISE DR., STE 1",40510,610,2009-03-10,2010-06-15,4
83077,"VITO'S ITALIAN SAUSAGE, LLC",@ FARMERS MARKET,40507,610,2010-05-29,2011-07-16,2
83163,DOLLAR GENERAL STORE #4199,208 LEGENDS LANE STE 170,40505,#4199,2009-03-23,2025-10-29,22
83193,BABYCAKES CUPCAKES,"153 PATCHEN DR., SUITE 57B",40517,605,2009-04-30,2011-08-08,7
83204,SAYRE SCHOOL ATHLETIC CONC.,300 CANEBRAKE DRIVE,40509,603,2009-04-01,2022-12-02,10
83231,VUE,"201 E MAIN STREET, 15TH FLOOR",40507,605,2009-04-08,2013-02-05,17
83259,ST. LUKE UNITED METHODIST CHURCH,2351 ALUMNI DRIVE,40517,62,2009-04-09,2024-06-04,87
83261,SAPORI D'ITALIA,RETAIL-FARMERS MARKET,40356,610,2010-04-24,2010-04-24,1
83286,ZENSHI HANDCRAFTED SUSHI @ KROGER #767,3175 BEAUMONT CNTR CIRCLE,40513,@ KROGER #767,2009-04-09,2025-11-24,68
83292,"DAD'S FAVORITES, LLC. - FARMERS MKT RETAIL","820 LANE ALLEN, STE 148",40502,610,2010-04-24,2016-07-23,4
83293,KROGER L-767,3175 BEAUMONT CENTRE CIRCLE,40513,55,2009-03-30,2024-06-21,120
83317,CREATION KINGDOM,"1595 MERCER RD, SUITE 120",40511,605,2009-04-15,2013-12-16,12
83433,MAI THAI RESTAURANT,130 W TIVERTON WAY #170,40503,605,2009-04-28,2016-05-18,17
83458,ZAXBY'S,104 SAND LAKE DR,40509,605,2009-05-08,2022-05-11,73
83459,SOUNDBAR,208 S LIMESTONE ST.,40508,607,2009-05-01,2022-10-05,86
83462,"WILDCAT AQUATICS, IN",LANCASTER AQUATICS CENTER,40508,603,2009-06-29,2024-01-10,15
83492,LEXINGTON MARKETPLACE #9370,"4000 TERMINAL DR., STE 122",40510,610,2009-05-07,2023-11-17,144
83561,BRICK OVEN PIZZERIA,4379 OLD HARRODSBURG RD #110,40513,11,2009-05-12,2024-05-02,114
83571,LOVERS LEAP VINEYARD & WINERY,1180 LANES MILL ROAD,40342,610,2010-04-24,2011-07-16,2
83658,BUSTER'S BILLARDS AND BACKROOM,899 MANCHESTER ST,40508,605,2009-09-04,2014-06-23,10
83767,FAIRFIELD INN & SUITES,,40511,,2025-12-04,2025-12-04,1
83768,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,40511,607,2009-06-29,2025-09-18,120
83870,CANDLEWOOD SUITES,,40511,,2025-12-03,2025-12-03,1
83871,LAS PRINCESAS (STATE MOBILE),STATE MOBILE,40504,605,2009-06-17,2023-04-28,83
83911,CHILDCARE NETWORK #256,3650 BOSTON RD SUITE L-1,40503,605,2009-06-29,2019-06-12,53
83942,CUMBERLAND HILLS SWIMMING POOL,1095 ROCKBRIDGE RD,40515,603,2009-07-06,2023-06-15,15
84045,CANDLEWOOD SUITES,603 ADCOLOR DR,40511,610,2009-07-10,2025-12-03,19
84098,KYHP - ALLTECH COMMISSARY,4089 IRON WORKS PIKE,40511,605,2009-07-17,2025-10-27,73
84099,KYHP - ALLTECH #3,4089 IRON WORKS PIKE,40511,605,2009-07-17,2025-10-27,60
84100,KYHP - PINK CLOUD - ALLTECH ARENA STAND,4089 IRON WORKS PIKE,40511,ALLTECH ARENA STAND,2009-07-17,2025-09-23,72
84101,KYHP - PINK CLOUD - COVERED ARENA DINER,4089 IRON WORKS PIKE,40511,COVERED ARENA DINER,2009-07-17,2025-10-22,61
84218,KENTUCKY PROUD MARKET,410 W VINE ST #220,40507,607,2009-08-07,2013-11-08,11
84319,KIDS HOUSE CHILDCARE,1891 AUGUSTA DR,40505,31,2009-08-25,2025-12-05,70
84340,EL TENAMPA,96 LAREDO DR,40324,610,2009-08-20,2009-08-20,1
84406,LEXINGTON CHRISTIAN ACADEMY SEASONAL CONCESSION,SEASONAL CONCESSION,40503,603,2009-09-04,2025-09-15,32
84476,VILLAGE HOST PIZZA,431 OLD VINE ST,40507,605,2009-09-18,2014-07-11,11
84489,SNOWIE MARKETING,8198 BEECHMONT AVE REAR,45255,603,2009-09-18,2011-09-10,3
84490,SNOWIE MARKETING B8-3,8198 BEECHMONT AVE REAR,45255,603,2009-09-19,2012-10-06,5
84515,SCREAM PARK,903 MANCHESTER STREET,40508,603,2009-09-24,2012-10-27,4
84535,MADCO MARKETING LLC - STATE MOBILE,105 WALNUT CIRCLE,40475,605,2009-09-28,2015-07-10,4
84546,GOODFELLAS PIZZERIA,333 S LIMESTONE,40508,605,2009-09-30,2018-08-08,39
84685,AFC ZENSHI @ KROGER #352L,2335 NICHOLASVILLE RD,40503,#352L,2009-11-04,2025-07-29,58
84717,SNOWIE MARKETING B8-2,SEASONAL RESTRICTED,40503,603,2009-10-29,2011-09-17,3
84729,SNOWIE MARKETING C5-1,SEASONAL RESTRICTED,40503,603,2009-10-30,2012-10-06,3
84730,SKYBAR - LEXINGTON,269 W MAIN ST.,40507,605,2009-11-02,2019-12-13,60
84744,SELBY'S INTERNATIONAL FOOD MKT,1995 HARRODSBURG RD,40503,610,2009-12-18,2015-08-03,14
84768,"MONTEA, LLC","814 EUCLID AVE, STE B",40502,610,2009-12-15,2016-11-28,8
84794,BURGER KING #17304,2548 RICHMOND ROAD,40509,605,2009-11-30,2025-10-07,75
84852,TINKER'S CAKE SHOP,317 WEST MAXWELL STREET,40508,605,2009-12-02,2025-09-12,70
84856,LEXINGTON RESIDENCE INN (INDOOR POOL),,40513,INN (INDOOR POOL),2025-12-23,2025-12-23,1
84857,LEXINGTON RESIDENCE INN (INDOOR SPA),,40513,INN (INDOOR SPA),2025-12-29,2025-12-29,1
84947,PAPI'S PALOMAR,3901 HARRODSBURG RD SUITE 180,40513,605,2009-12-21,2025-10-01,56
84961,DUDLEY'S RESTAURANT,259 W SHORT ST,40507,11,2010-03-18,2025-12-02,96
84976,MONKEY JOE'S,1850 BRYANT ROAD,40509,605,2010-01-08,2025-08-18,91
85008,PAN CASERO REMYS - CANNOT COOK MEAT,1426 VILLAGE DR,40504,COOK MEAT,2010-01-11,2025-10-20,200
85017,BABA SUSHI TERIYAKI & SEAFOOD RESTAURANT,240 CANARY RD,40503,605,2010-01-05,2012-11-15,7
85020,GIGI'S CUPCAKES,2703 RICHMOND RD STE 120,40509,11,2002-02-01,2025-07-11,61
85052,BIG CITY PIZZA,1060 CHINOE RD #128,40502,11,2010-01-05,2025-12-04,85
85076,LEXUS DEALERSHOP,1264 E. NEW CIRCLE RD,40509,605,2010-08-26,2023-10-23,70
85084,VINAIGRETTE SALAD KITCHEN,3735 PALOMAR CENTRE DR STE 180,40513,11,2010-02-16,2025-07-10,55
85119,LIQUOR BARN EXPRESS AT THOROUGHBRED #909,2005 VERSAILLES RD.,40504,AT THOROUGHBRED #909,2010-01-22,2025-10-14,19
85122,URBAN ACADEMY & PERFORMING ARTS PRESCHOOL,102 12TH STREET,40505,605,2011-11-02,2012-10-08,3
85262,MICROTEL INN,2240 BUENA VISTA DR,40505,605,2010-04-30,2025-11-12,159
85313,AGUASCALIENTES - PANADERIA,1465 ALEXANDRIA DR,40504,605,2010-03-02,2012-12-10,11
85414,EUROPEAN FOOD MART,"4013 NICHOLASVILLE RD, STE.140",40503,610,2010-03-08,2015-03-17,7
85431,DARIO'S,170 NORTH EAGEL CREEK,40509,605,2010-03-25,2012-11-20,9
85459,CVS PHARMACY #6941,118 EAST NEW CIRCLE RD,40505,610,2010-04-28,2025-12-03,17
85460,LONCHERIA Y BOTANAS AQUASCALIENTE,1489 ALEXANDRIA DRIVE,40504,605,2010-04-28,2011-05-24,9
85470,ACCESS MINISTRIES KY - MCLEOD'S COFFEE,376 SOUTHLAND DRIVE,40503,- MCLEOD'S COFFEE,2010-03-24,2025-10-07,113
85475,SORELLA GELATERIA,591 W. SHORT ST,40507,11,2010-04-14,2025-12-13,14
85521,CARDINAL HILL REHABILITATION (INDOOR,,40504,(INDOOR,2025-12-04,2025-12-04,1
85522,CARDINAL HILL REHABILITATION (INDOOR,,40504,(INDOOR,2025-12-04,2025-12-04,1
85523,CARDINAL HILL REHABILITATION (INDOOR,,40504,(INDOOR,2025-12-04,2025-12-04,1
85539,APOTHECARY CAFE,789 S LIMESTONE,40506,605,2010-03-29,2018-12-05,38
85588,VIBURNUM VALLEY FARM CONFECT.,FARMER'S MARKET RETAIL,40507,610,2010-04-24,2019-07-06,7
85685,A TO Z CHILD CARE CENTER,1128 WINCHESTER RD STE 120&130,40505,605,2010-04-28,2013-09-25,12
85725,PAQUITOS ICE CREAM,1388 ALEXANDERIA DR STE 5,40504,605,2010-04-29,2021-05-19,62
85742,PEPE'S MEXICAN RESTAURANT,3165 BEAUMONT CENTRE CIR #180,40513,605,2010-04-30,2014-06-16,10
85787,LEXINGTON PASTA - RETAIL,227 N. LIMESTONE,40505,610,2010-09-27,2022-06-12,6
85793,MR. GYROS (STATE MOBILE),442 RETRAC ROAD,40503,605,2010-04-29,2025-10-27,52
85794,BODEGA BY LEXINGTON PASTA,227 NORTH LIMESTONE,40507,607,2017-10-20,2020-01-13,37
85891,TATES CREEK YOUTH CAMP,,40517,,2025-07-25,2025-07-25,1
85934,"PRESS JUICE BAR & CAFE, THE",191 KENTUCKY AVE.,40502,605,2010-05-10,2023-11-09,95
85947,COFFEE HOUSE DBA MINTON'S CAFE,760 N. LIMESTONE,40508,11,2011-12-22,2024-05-23,106
85972,CARAMANDA'S CUPCAKES,3401 NICHOLASVILLE RD,40503,603,2010-07-09,2014-10-27,13
86012,MIRACLES & WONDERS PLAY/LEARN,3330 PARTNER PLACE,40503,605,2010-06-01,2014-06-07,9
86039,MOVEABLE FEAST,474 SILVER MAPLE WAY,40502,605,2016-11-02,2025-11-17,45
86107,LEXINGTON RESIDENCE INN,,40513,INN,2025-09-26,2025-09-26,1
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,INN,2010-09-02,2025-10-10,106
86161,CYNTHIA'S RESTAURANT,1875 AUGUSTA DR. STE 130,40505,605,2010-06-16,2016-05-06,16
86192,GREEN ACRES OF PARIS KENTUCKY,1198 MILLERSBURG RD.,40361,610,2010-10-02,2022-06-12,9
86199,GREEN ACRES OF PARIS KENTUCKY,1198 MILLENSBURG RD,40361,610,2010-10-02,2010-10-02,1
86212,SUPERLATIVE COFFEE ROASTERS,116 MECHANIC STREET,40507,610,2010-10-02,2010-10-02,1
86233,KENTUCKY WILDCAUGHT SEAFOOD,3034 DELANEY FERRY,40385,610,2010-10-02,2010-10-02,1
86315,"THE SWEET STOP,",3401 NICHOLASVILLE RD,40503,605,2010-08-12,2025-08-12,73
86351,SNOWIE,475 EAST NEW CIRCLE RD,40505,603,2010-07-15,2010-09-13,2
86481,ALDI FOOD MARKET,126 ROJAY DR.,40503,610,2010-08-13,2025-09-22,18
86489,THE CORNER CAFE,385 SOUTH MILL ST.,40508,605,2010-08-13,2013-07-17,7
86516,BIG LOTS #5125,1980 PAVILLION WAY,40509,610,2010-09-29,2023-05-19,16
86541,SHENANIGANS WINE AND SPIRITS,561 S BROADWAY STE 120,40508,610,2010-09-10,2023-01-19,18
86549,THE GIFT BOX & TEA ROOM,3330 PARTNER PLACE,40503,ROOM,2010-09-16,2025-08-19,73
86577,KI KI'S KID'S CHILDCARE,729 LANE ALLEN,40504,605,2010-09-30,2014-01-24,10
86660,KORE ACADEMY,,40502,,2025-09-10,2025-09-10,1
86662,AJ'S TAKEOUT & DELIVERY,2432 FORTUNE DR.,40509,605,2010-08-30,2013-12-26,10
86664,AJ'S TAKEOUT & DELIVERY,101 YORKSHIRE BLVD,40509,605,2010-08-30,2013-06-06,12
86670,SAKURA JAPANESE,"3695 NICHOLASVILLE RD, STE 120",40503,607,2010-09-08,2022-05-05,151
86676,NOVEDADES NEFERTITI,1388 ALEXANDRIA DR #11,40504,610,2010-09-01,2014-01-29,7
86699,RAHUL FOOD & SPICES,505 EUCLID AVE.,40502,607,2010-09-15,2015-08-06,17
86704,SETON CATHOLIC SCHOOL,,40515,,2025-10-28,2025-10-28,1
86708,KEENELAND EQUESTRIAN ROOM,4201 VERSAILLES RD,40510,ROOM,2010-10-20,2025-10-08,66
86709,KEENELAND 2ND FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,40510,CLUB SERVICE BAR,2010-10-20,2025-10-08,68
86710,KEENELAND 3RD FLOOR CLUB SERVICE BAR,4201 VERSAILLES RD,40510,CLUB SERVICE BAR,2010-10-20,2025-10-08,79
86711,KEENELAND MAIN PANTRY,4201 VERSAILLES RD,40510,605,2010-10-20,2025-10-08,73
86726,MARCO'S PIZZA #1172,115 N LOCUST HILL DR. #117,40509,605,2010-07-23,2019-08-02,75
86771,WING ZONE,351 SOUTHLAND DR.,40503,11,2010-09-10,2025-07-18,93
86782,CHILDCARE NETWORK #258,1748 ALYSHEBA WAY,40509,605,2010-09-16,2025-10-02,84
86899,ORANGE LEAF - SELF SERVE FROZE,"152 WEST TIVERTON WAY, STE 170",40503,605,2010-10-12,2025-08-04,74
86918,EL GRAN TAKO #2,1801 ALEXANDRIA DR. # 156,40504,11,2010-10-05,2025-10-27,149
86947,STUARTO'S OLIVE OIL COMPANY,"2200 WAR ADMIRAL WAY, STE 165",40509,610,2010-10-13,2023-04-05,19
86953,SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,40504,CAMPUS,2010-10-13,2025-11-14,71
86955,"DAD'S FAVORITES, LLC","820 LANE ALLEN ROAD, STE. 148",40504,607,2010-10-11,2025-09-26,94
86979,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,40513,MILL INC,2010-10-29,2025-07-16,84
87028,MAIN STREET DELI,380 WEST MAIN,40508,605,2010-12-29,2025-08-06,99
87029,WING ZONE,580 EUREKA SPRINGS DR. #A,40517,11,2010-10-26,2024-06-20,79
87046,TRINITY CHRISTIAN ACADEMY,,40515,,2025-10-10,2025-10-10,1
87111,UNCLE SEVENS,628 DELZAN PLACE,40503,53,2010-12-28,2025-07-17,70
87125,DEJA VU,"485 NEW CIRCLE RD, NW",40511,605,2010-10-27,2020-10-01,89
87126,CREAUX,310 W SHORT ST,40507,605,2010-11-10,2024-01-25,71
87131,DISTILLED,157 JEFFERSON STREET,40508,605,2010-11-04,2025-11-04,111
87135,NEXT GENERATION CHILD CARE,"LEARNING CENTER, LLC",40505,605,2010-11-19,2012-12-06,6
87194,DOLLAR TREE #06788,420 SOUTHLAND DR,40503,610,2010-12-13,2025-09-10,19
87222,UNIVERSITY OF KY BOOKSTORE,106 STUDENT CENTER ANNEX,40506,610,2010-11-19,2015-04-29,10
87246,BOB'S HOT DOGS COMMISSARY,411 SOUTHLAND DR,40503,605,2010-11-30,2014-12-23,9
87249,HAPPY PANDA,117 TOWN CENTER DR,40511,11,2010-11-29,2025-07-18,130
87294,EL RANCHO TAPATIO BAKERY,138 -140 BURT ROAD,40503,607,2011-02-04,2014-01-27,9
87430,PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,40503,11,2011-01-05,2025-09-24,89
87496,DOUGHBY'S,561 S BROADWAY STE 110,40508,605,2011-01-14,2016-02-25,10
87515,JIMMY JOHN'S,3735 PALOMAR CTR DR #20,40513,605,2011-01-25,2025-10-07,84
87516,BARBARA COOK CATERING,"820 LANE ALLEN, STE 148",40502,605,2011-01-21,2012-03-13,3
87579,"SHE BAKES CAKES, LLC",820 LANE ALLEN RD #148,40504,605,2011-01-28,2014-10-21,8
87591,TROPICAL SMOOTHIE CAFE',3181 BEAUMONT CTR. STE 112,40513,11,2011-02-07,2025-07-08,74
87658,CHOCOLATE HOLLER,"400 OLD VINE STREET, SUITE 104",40507,605,2017-01-23,2023-08-03,79
87686,DIAMOND BILLIARD PUB,1128 WINCHESTER RD STE 100-110,40505,605,2011-03-04,2011-08-25,2
87698,ROSE'S #494,1301 WINCHESTER RD. SUITE 181,40505,610,2011-03-17,2023-10-19,20
87711,FIRST PRESBYTERIAN CHURCH,171 MARKET ST,40507,605,2011-04-15,2025-08-21,91
87712,NAT'S,111 S UPPER ST,40507,605,2011-01-18,2025-07-23,78
87741,MUDDOX STUDIOS,"1301 WINCHESTER RD., STE 17",40505,605,2011-03-18,2015-01-27,9
87760,CENTRAL BANK CENTER - EXPRESS 34,430 W VINE ST,40507,- EXPRESS,2011-03-18,2025-11-07,83
87894,SUPER MARIO  RETAIL MOBILE,785 BURGESS AVE,40511,610,2011-03-23,2017-03-02,7
87917,CLYDES MINI MART,1208 OLD MAIN ST.,40508,610,2011-04-29,2011-04-29,1
87941,LEXINGTON COURTYARD (INDOOR POOL),,40513,(INDOOR POOL),2025-12-10,2025-12-10,1
87961,OLE' HOOKERS BAR,205 S LIMESTONE ST.,40508,53,2011-05-13,2025-12-04,81
87962,LEXINGTON RESCUE MISSION THRIFT STORE,720 BRYAN AVE.,40505,605,2011-06-29,2014-02-12,6
87986,BOONE CREEK CREAMERY,2462 PALUMBO DR,40509,610,2011-07-16,2011-07-16,1
88003,SCHOOL RESTAURANT,163 W SHORT STREET,40507,11,2011-04-29,2025-12-04,121
88010,PANDA EXPRESS,220 AVENUE OF CHAMPIONS,40506,605,2011-04-07,2017-10-24,28
88036,GATHER ON MAIN,233 E MAIN STREET,40507,605,2011-05-06,2020-01-21,98
88091,EL GRAN TACO #4,RETAIL MOBILE,40505,610,2011-04-14,2011-04-14,1
88148,KITCHEN ON HIGH,1226 VERSAILLES RD,40504,607,2011-04-27,2020-02-19,71
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,54,2011-05-31,2025-11-19,318
88221,ZENSHI HANDCRAFTED SUSHI @ KROGER #737,1060 CHINOE RD.,40502,@ KROGER #737,2011-06-03,2025-09-29,61
88222,D'S DOGS 1 (STATE MOBILE),1829 RANIER DR,40505,603,2011-04-29,2017-08-12,10
88229,TOLLY HO RESTAURANT,606 S BROADWAY,40507,605,2011-05-16,2023-09-20,146
88305,WONG WONG RESTAURANT,458 SOUTHLAND DR,40503,11,2011-05-13,2025-12-01,107
88313,COURTYARD CAFE @ UK HOSPITAL,1000 S LIMESTONE,40536,HOSPITAL,2011-05-16,2025-11-12,78
88328,BRYANITAS ICE CREAM,2112 LISA CIRCLE,40505,610,2011-05-17,2011-05-17,1
88366,BELLA FORNO,2573 RICHMOND RD STE 170,40509,605,2011-05-20,2019-11-06,54
88390,TAQUERIA JUAREZ STATE MOBILE,"734 HILL RISE CT, APT 10",40504,605,2011-05-25,2017-08-28,18
88400,LEGENDS 3RD BASE FROZEN,207 LEGENDS LANE,40505,605,2011-05-25,2022-09-30,60
88401,LEGENDS - TOYOTA  CITY,207 LEGENDS LANE,40505,610,2011-05-25,2019-08-14,16
88403,"KING OF SWEETS/GTJMB, INC",3401 NCHOLASVILLE RD SPACE 5A,40503,610,2011-06-06,2011-06-06,1
88423,MARIA'S KITCHEN,895 N BROADWAY,40508,605,2011-06-01,2015-10-29,18
88473,JET'S PIZZA,"3901 HARRODSBURG RD., STE 120",40513,605,2011-06-07,2019-01-24,51
88504,SAHARA INTERNATIONAL MARKET & BUTCHER SHOP,"3061 FIELDSTONE WAY, STE 1250",40513,MARKET & BUTCHER,2011-06-10,2025-10-31,18
88572,MINI MOVERS LEARNING CENTER,338 BLACKBURN AVE.,40508,CENTER,2011-06-27,2025-09-26,70
88750,BARBARA'S LOVING LEARNING CENTER,3323 PARTNERS PLACE STE. 13 & 14,40503,605,2011-07-13,2013-07-16,5
88786,"VILLAGE MARKET AND DOLLAR, DBA, NAIM",680 LIMA DR. #170,40511,"DBA, NAIM",2011-07-27,2025-11-04,20
88808,HAMPTON INN,2251 ELKHORN RD.,40505,607,2011-06-29,2023-11-22,124
88877,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,40505,605,2011-07-29,2025-10-07,91
88878,CHERRY BERRY,4750 HARTLAND PKWY #166,40515,605,2011-08-10,2015-08-05,10
88933,"WILD THYME, LLC",1060 CHINOE RD. SUITE 108,40502,605,2011-08-03,2022-07-22,114
88983,KITCHEN SHIFT,"3101 CLAYS MILL ROAD, STE. 401",40503,605,2012-12-17,2025-10-22,20
